(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions,Session percentage,Page views,Page views percentage,Featured Offer (Buy Box) Percentage,Units ordered,Units ordered – B2B,Unit session percentage,Units session percentage – B2B,Ordered product sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B084M8WQ1R,B07NLD3D9H,"Happy 50th Birthday Party Decorations for Men, Insulated Can Coolers as Dad's Birthday Decorations and Party Favors, Beer Sleeves 50th Birthday Gifts for Men, 12-Pack, Black & Gold",50THCOOLERS12PK-NEW,2,100.00%,2,100.00%,100.00%,1,0,50.00%,0.00%,$27.50,$0.00,1,0
